2019-02-08 00:03:07,228230653
2019-02-08 00:36:35,227857395
2019-02-08 00:44:01,227292999
2019-02-08 00:52:56,22664416
2019-02-08 00:57:01,228507364
2019-02-08 00:57:13,222729484
2019-02-08 01:00:23,225692739
2019-02-08 01:09:39,228087676
2019-02-08 01:17:45,222783388
2019-02-08 01:19:28,223946334
2019-02-08 01:19:45,220537964
2019-02-08 01:29:05,229466713
2019-02-08 01:30:41,228711479
2019-02-08 01:43:31,221902245
2019-02-08 01:51:13,226483613
2019-02-08 01:51:43,224103348
2019-02-08 01:51:53,224824057
2019-02-08 02:00:29,223083844
2019-02-08 02:01:45,228850792
2019-02-08 02:11:31,228109679
2019-02-08 02:14:06,229893000
2019-02-08 02:19:24,222238970
2019-02-08 02:20:36,227862308
2019-02-08 02:23:43,220560805
2019-02-08 02:48:23,222484939
2019-02-08 02:51:53,228692575
2019-02-08 03:01:37,223031951
2019-02-08 03:35:46,223008075
2019-02-08 03:47:02,229228959
2019-02-08 03:54:15,225703822
2019-02-08 03:59:06,222897592
2019-02-08 04:00:16,226767053
2019-02-08 04:07:37,225266785
2019-02-08 04:15:32,224217084
2019-02-08 04:19:07,222293442
2019-02-08 04:46:08,229459379
2019-02-08 05:32:44,221668787
2019-02-08 05:41:40,228005922
2019-02-08 06:16:24,228691904
2019-02-08 06:36:16,224925395
2019-02-08 06:47:17,223021890
2019-02-08 08:38:46,223355294
2019-02-08 09:37:47,225365652
2019-02-08 09:57:55,228844056
2019-02-08 10:03:34,226364602
2019-02-08 10:09:39,227671469
2019-02-08 10:18:17,228115279
2019-02-08 10:27:51,224993991
2019-02-08 10:28:39,223104749
2019-02-08 10:39:09,225514554
2019-02-08 10:48:38,228308489
2019-02-08 10:50:56,222376414
2019-02-08 11:18:51,227805550
2019-02-08 11:20:00,225535157
2019-02-08 11:20:39,223622505
2019-02-08 11:28:51,221053554
2019-02-08 11:30:03,229795238
2019-02-08 11:35:06,226539341
2019-02-08 11:41:55,221307315
2019-02-08 11:42:04,229609137
2019-02-08 11:46:25,220900517
2019-02-08 11:49:33,227798695
2019-02-08 11:50:21,226715897
2019-02-08 11:52:45,229221546
2019-02-08 12:01:04,228632548
2019-02-08 12:06:51,220825018
2019-02-08 12:16:56,229769920
2019-02-08 12:17:53,227628491
2019-02-08 12:40:48,228593883
2019-02-08 12:46:15,229156431
2019-02-08 12:47:52,227852858
2019-02-08 12:49:14,228258833
2019-02-08 12:54:04,225529370
2019-02-08 12:58:04,228670951
2019-02-08 13:00:52,227042917
2019-02-08 13:03:31,229760581
2019-02-08 13:14:15,229063649
2019-02-08 13:21:46,229224165
2019-02-08 13:21:48,229841491
2019-02-08 13:22:46,221935379
2019-02-08 13:27:32,226255760
2019-02-08 13:38:05,229775945
2019-02-08 13:41:31,225964066
2019-02-08 13:42:56,228504207
2019-02-08 13:54:35,226965699
2019-02-08 13:59:46,229000597
2019-02-08 14:07:50,223996057
2019-02-08 14:10:56,226821005
2019-02-08 14:17:52,223328780
2019-02-08 14:26:40,228203948
2019-02-08 14:36:52,223744561
2019-02-08 14:37:48,224084771
2019-02-08 14:40:22,229460176
2019-02-08 14:40:43,220918848
2019-02-08 14:55:44,22314524
2019-02-08 15:02:46,229867950
2019-02-08 15:07:46,226347979
2019-02-08 15:08:11,222489077
2019-02-08 15:12:26,227386165
2019-02-08 15:13:18,223457642
2019-02-08 15:30:56,227359139
2019-02-08 15:33:26,220909024
2019-02-08 15:34:31,225038873
2019-02-08 15:34:56,222978292
2019-02-08 15:40:16,224841840
2019-02-08 15:45:05,224082182
2019-02-08 15:47:34,224689827
2019-02-08 16:04:09,224737903
2019-02-08 16:12:56,229596408
2019-02-08 16:15:27,221097931
2019-02-08 16:18:26,227856474
2019-02-08 16:22:18,222299108
2019-02-08 16:38:50,222041513
2019-02-08 16:42:41,227047957
2019-02-08 17:07:04,228039740
2019-02-08 17:14:02,222643677
2019-02-08 17:14:27,226839529
2019-02-08 17:16:27,229566315
2019-02-08 17:18:56,22102082
2019-02-08 17:44:35,224850902
2019-02-08 17:45:47,227327865
2019-02-08 17:54:32,226263604
2019-02-08 18:02:06,220113422
2019-02-08 18:12:16,223203233
2019-02-08 18:12:47,220209908
2019-02-08 18:19:27,229807590
2019-02-08 18:27:04,220060624
2019-02-08 18:32:53,223022541
2019-02-08 18:34:57,228442426
2019-02-08 18:39:47,225815318
2019-02-08 18:43:19,220029994
2019-02-08 18:51:57,222985186
2019-02-08 18:59:32,223448430
2019-02-08 19:04:57,227562072
2019-02-08 19:05:53,225067781
2019-02-08 19:08:27,224781606
2019-02-08 19:19:40,227727319
2019-02-08 19:22:06,225978718
2019-02-08 19:27:06,223692489
2019-02-08 19:28:47,221593868
2019-02-08 19:29:17,226123239
2019-02-08 19:34:27,224880075
2019-02-08 19:37:17,228076980
2019-02-08 19:39:42,221361595
2019-02-08 19:45:02,226572482
2019-02-08 19:55:47,228541027
2019-02-08 19:58:42,220210491
2019-02-08 20:00:27,221425102
2019-02-08 20:07:57,223270514
2019-02-08 20:19:57,223470807
2019-02-08 20:22:57,225106218
2019-02-08 20:28:58,220441145
2019-02-08 20:41:02,223232496
2019-02-08 20:42:57,226051125
2019-02-08 20:47:42,224078926
2019-02-08 20:52:12,229219309
2019-02-08 21:02:02,225135356
2019-02-08 21:05:46,225612248
2019-02-08 21:06:28,226655793
2019-02-08 21:09:30,229911837
2019-02-08 21:10:28,220613534
2019-02-08 21:11:27,225333952
2019-02-08 21:14:17,228428253
2019-02-08 21:18:58,22181206
2019-02-08 21:20:06,222773706
2019-02-08 21:45:32,228871749
2019-02-08 22:06:28,221133027
2019-02-08 22:12:20,221163775
2019-02-08 22:16:42,228702848
2019-02-08 22:25:10,221149712
2019-02-08 22:25:47,224785931
2019-02-08 22:26:28,221001087
2019-02-08 22:27:42,220390812
2019-02-08 22:45:08,225987444
2019-02-08 23:00:41,228475535
2019-02-08 23:01:43,220439937
2019-02-08 23:03:58,228850847
2019-02-08 23:09:20,226435803
2019-02-08 23:17:42,227096405
2019-02-08 23:25:45,224740143
2019-02-08 23:34:41,226328639
2019-02-08 23:39:41,227019767
2019-02-08 23:49:58,221191490
2019-02-08 23:59:13,227210245
